,iso2c,country,year,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,NY.ADJ.DRES.GN.ZS,NY.ADJ.DFOR.GN.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.ZS,ER.H2O.FWTL.ZS,SI.SPR.PCAP.ZG,SH.DTH.COMM.ZS,SL.TLF.0714.ZS,EN.ATM.CO2E.PC,CC.EST,EN.CLC.CDDY.XD,EN.CLC.MDAT.ZS,IC.BUS.EASE.XQ,EG.ELC.COAL.ZS,EG.IMP.CONS.ZS,EG.EGY.PRIM.PP.KD,EG.USE.PCAP.KG.OE,SP.DYN.TFRT.IN,AG.PRD.FOOD.XD,AG.LND.FRST.ZS,EG.USE.COMM.FO.ZS,NY.GDP.MKTP.KD.ZG,EN.CLC.GHGR.MT.CE,SI.POV.GINI,GE.EST,SE.XPD.TOTL.GB.ZS,EN.CLC.HEAT.XD,SH.MED.BEDS.ZS,SI.DST.FRST.20,IT.NET.USER.ZS,SL.TLF.ACTI.ZS,SP.DYN.LE00.IN,SE.ADT.LITR.ZS,EN.MAM.THRD.NO,EN.CLC.PRCP.XD,EN.CLC.SPEI.XD,SH.DYN.MORT,SM.POP.NETM,IP.PAT.RESD,SH.H2O.SMDW.ZS,SH.STA.SMSS.ZS,EN.ATM.PM25.MC.M3,PV.EST,SP.POP.65UP.TO.ZS,EN.POP.DNST,SI.POV.NAHC,SH.STA.OWAD.ZS,SN.ITK.DEFC.ZS,SG.GEN.PARL.ZS,SL.TLF.CACT.FM.ZS,RQ.EST,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS,GB.XPD.RSDV.GD.ZS,RL.EST,SE.PRM.ENRR,SE.ENR.PRSC.FM.ZS,IP.JRN.ARTC.SC,IC.LGL.CRED.XQ,ER.PTD.TOTL.ZS,SL.UEM.TOTL.ZS,SP.UWT.TFRT,VA.EST,SE.XPD.TOTL.GD.ZS,iso3c,region,capital,longitude,latitude,income,lending
4261,T4,East Asia & Pacific (IDA & IBRD countries),2013,54.99923456,97.02535421,2.230787843,0.027034903,48.19336226,9.836252304,NA,NA,NA,NA,5.845872012,NA,NA,NA,NA,70.35866776,6.907185509,6.958319579,1820.025855,1.871463574,130.6540711,29.59468881,85.75901448,7.201279803,NA,NA,NA,NA,NA,NA,NA,39.71641937,74.96968483,73.97309786,94.71496,NA,NA,NA,19.72791925,NA,709167,NA,57.25999612,52.63415277,NA,7.731263978,125.6202323,NA,28.72395448,10.09680213,19.62235946,78.44937765,NA,20.09906884,15.53993704,NA,NA,102.6292,0.99882,393321.7173,5.80952381,NA,4.069148306,NA,NA,NA,TEA,Aggregates,,,,Aggregates,Aggregates
4262,T4,East Asia & Pacific (IDA & IBRD countries),2014,55.96030593,97.10446121,1.820763378,0.034975921,48.25861136,9.546011985,NA,NA,NA,NA,5.828371644,NA,NA,NA,NA,67.95781574,7.974699378,6.398911781,1895.576423,1.873007253,132.4498718,29.63738839,85.57760364,6.759599155,NA,NA,NA,NA,NA,NA,NA,42.06180275,74.90636519,74.25837024,95.13672,NA,NA,NA,18.79861662,NA,805159,NA,60.5399012,48.28311394,NA,7.958529359,126.5414393,NA,29.50381032,9.566592713,19.27962657,78.37530292,NA,22.17043677,15.83215773,NA,NA,100.4986,1.00236,426856.1273,6,NA,4.038588028,NA,NA,NA,TEA,Aggregates,,,,Aggregates,Aggregates
4263,T4,East Asia & Pacific (IDA & IBRD countries),2015,56.98038677,97.51602549,1.068605361,0.025630748,49.13676378,9.239790134,NA,NA,8.980757185,NA,NA,NA,NA,NA,NA,66.17928642,NA,6.072870409,NA,1.874398673,NA,29.68008876,NA,6.510057128,NA,NA,NA,NA,NA,NA,NA,44.2904169,74.77255376,74.53395213,95.3528,NA,NA,NA,17.90407726,NA,972679,NA,63.91478799,47.49867543,NA,8.246066575,127.4574661,NA,30.29694698,9.193877193,20.05178179,78.23368713,NA,23.29373303,15.83852065,NA,NA,100.7623,1.00152,448356.2337,6.047619048,NA,4.099392183,NA,NA,NA,TEA,Aggregates,,,,Aggregates,Aggregates
4264,T4,East Asia & Pacific (IDA & IBRD countries),2012,53.78620654,96.85122788,2.850607519,0.031357011,48.12772893,10.04830986,NA,NA,NA,NA,5.821844998,NA,NA,NA,NA,70.3963562,6.470391759,7.188697569,1770.616907,1.86994787,128.7477416,29.55185752,85.78078331,7.509864609,NA,NA,NA,NA,NA,3.51424905,NA,36.52915947,75.12712847,73.685484,94.61261,NA,NA,NA,20.74095143,-3741241,537991,NA,54.08065717,51.83335714,NA,7.551477717,124.707795,NA,28.02016547,10.72981689,18.41880952,78.61079771,NA,19.80566511,15.75484535,NA,NA,102.9786,0.99792,359514.0814,NA,NA,4.076707824,NA,NA,NA,TEA,Aggregates,,,,Aggregates,Aggregates
4265,T4,East Asia & Pacific (IDA & IBRD),2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4266,T4,East Asia & Pacific (IDA & IBRD),2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4267,T4,East Asia & Pacific (IDA & IBRD),2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4268,T4,East Asia & Pacific (IDA & IBRD),2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4269,T4,East Asia & Pacific (IDA & IBRD),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4270,T4,East Asia & Pacific (IDA & IBRD),2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4271,T4,East Asia & Pacific (IDA & IBRD),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4272,T4,East Asia & Pacific (IDA & IBRD),2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4273,T4,East Asia & Pacific (IDA & IBRD),2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4274,T4,East Asia & Pacific (IDA & IBRD),2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4275,T4,East Asia & Pacific (IDA & IBRD),2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4276,T4,East Asia & Pacific (IDA & IBRD),1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4277,T4,East Asia & Pacific (IDA & IBRD),2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4278,T4,East Asia & Pacific (IDA & IBRD),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4279,T4,East Asia & Pacific (IDA & IBRD),2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4280,T4,East Asia & Pacific (IDA & IBRD),2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4281,T4,East Asia & Pacific (IDA & IBRD),2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4282,T4,East Asia & Pacific (IDA & IBRD),1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4283,T4,East Asia & Pacific (IDA & IBRD),2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4284,T4,East Asia & Pacific (IDA & IBRD),2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4285,T5,South Asia (IDA & IBRD),2006,27.49621438,65.74605696,1.991447826,0.239128739,56.67748839,17.40029096,NA,NA,NA,NA,0.978663635,NA,NA,NA,NA,55.99705781,23.12450846,5.404440439,439.0505669,3.060075211,104.834451,17.0183114,64.88514028,7.744620805,NA,NA,NA,NA,NA,NA,NA,2.992240408,59.49410108,65.17993291,60.81309891,NA,NA,NA,74.09755825,NA,5952,NA,NA,NA,NA,4.683391362,323.5011603,NA,15.33579477,20.50429803,12.85611374,37.2383852,NA,19.68432769,48.59656137,NA,NA,104.0014038,0.918889999,42850.1,NA,NA,2.656839232,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4286,T5,South Asia (IDA & IBRD),2007,28.64857064,67.16475223,2.287998778,0.268241877,56.57165336,17.36526062,NA,NA,NA,NA,1.039091936,NA,NA,NA,NA,55.580572,24.5191032,5.276886523,455.9518885,2.982348113,113.0611317,17.0974289,66.04972487,7.331968797,NA,NA,NA,NA,NA,NA,NA,3.983817302,58.7693989,65.58771357,61.97816849,NA,NA,NA,71.05440065,-8781410,6585,NA,NA,NA,NA,4.752637874,328.6131942,NA,15.85209991,19.21639023,14.28653539,36.28123153,NA,19.63285494,46.9188596,NA,NA,105.8047485,0.930069983,48806.8,NA,NA,2.372025748,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4287,T5,South Asia (IDA & IBRD),2008,29.73383592,69.0981103,2.934721143,0.256075236,56.482228,17.44952362,NA,NA,NA,NA,1.129428325,NA,NA,NA,NA,58.41080923,25.15093254,5.291267489,467.1626093,2.902631163,116.2623514,17.17655011,67.03846248,3.237490596,NA,NA,NA,NA,NA,NA,NA,4.426259689,58.05174549,66.00524982,63.63832855,NA,NA,NA,67.95913822,NA,6856,NA,NA,NA,NA,4.817396659,333.6445832,NA,16.36759703,18.27580369,18.46247326,35.38796824,NA,18.41713925,45.22601706,NA,NA,106.1022568,0.950489998,54780.4,NA,NA,2.293346851,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4288,T5,South Asia (IDA & IBRD),2009,30.53602142,72.063917,1.532589634,0.22424793,56.51779276,17.42426945,NA,NA,NA,NA,1.223543707,NA,NA,NA,NA,57.37395126,26.46827102,5.355625489,500.6692491,2.822670699,114.8182852,17.25566976,68.93593001,7.133470937,NA,NA,NA,NA,NA,NA,NA,5.166866096,57.41976945,66.4278567,64.33766174,NA,NA,NA,64.98968023,NA,7519,NA,NA,NA,NA,4.879160833,338.5904069,NA,16.8189774,17.91251319,20.05730198,34.60294228,NA,17.45449283,42.73822134,NA,NA,105.6865005,0.969120026,61743.5,NA,NA,2.557151904,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4289,T5,South Asia (IDA & IBRD),1998,NA,54.28996244,0.831237084,0.296597331,57.00283473,24.36238124,NA,NA,NA,NA,0.798783908,NA,NA,NA,NA,56.68771971,18.70037357,6.720400178,377.7809374,3.658897274,86.66143439,16.5521957,60.17093587,5.630846459,NA,NA,NA,NA,NA,NA,NA,0.117714358,59.56857333,61.96970889,56.16217041,NA,NA,NA,101.1701911,NA,2378,NA,NA,NA,NA,4.151426343,280.5841107,NA,11.94724191,NA,6.049068685,36.23485457,NA,19.40491023,53.90778359,NA,NA,88.87654114,0.786870003,NA,NA,NA,2.622480613,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4290,T5,South Asia (IDA & IBRD),1999,NA,57.6704912,0.962796612,0.317697792,57.02550438,23.22761092,NA,NA,NA,NA,0.831352152,NA,NA,NA,NA,57.20446599,21.08123592,6.588652213,391.3857396,3.583358142,90.87805396,16.55438055,61.60024493,7.823749403,NA,NA,NA,NA,NA,NA,NA,0.22764663,59.45306614,62.40431132,56.91616058,NA,NA,NA,97.5627714,NA,2418,NA,NA,NA,NA,4.208090735,286.0032827,NA,12.35015933,NA,7.005498282,36.21179341,NA,17.49088394,52.90467324,NA,NA,89.48236084,0.799250007,NA,NA,NA,2.700552696,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4291,T5,South Asia (IDA & IBRD),2000,20.42398266,57.35871121,1.267134173,0.277133065,56.97659463,21.99363118,NA,NA,44.76832724,NA,0.849134552,NA,NA,NA,NA,58.42077479,21.30445398,6.494397722,394.1112626,3.507214774,90.87362078,16.55535211,61.82295583,4.062880703,NA,NA,NA,NA,NA,NA,NA,0.475928509,59.3676671,62.82398278,57.68935013,NA,NA,NA,93.98059266,NA,2393,NA,NA,78.90750233,NA,4.264197839,291.403792,NA,12.68604894,19.45807542,8.446833464,36.29636812,NA,15.42246951,52.9094458,NA,NA,90.85398102,0.806500018,NA,NA,NA,2.680303197,18.14144905,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4292,T5,South Asia (IDA & IBRD),2004,25.29006269,62.51524528,1.3596391,0.206750715,56.74790536,18.24761321,NA,NA,NA,NA,0.897414212,NA,NA,NA,NA,57.01208776,21.3002086,5.857251388,415.5787847,3.210025965,94.69758398,16.86359106,63.63679312,7.561833885,NA,NA,NA,NA,NA,NA,NA,2.190075374,60.13461762,64.39518787,60.87245941,NA,NA,NA,80.56263913,NA,4255,NA,NA,NA,NA,4.548998834,313.0532833,NA,14.46030344,22.5247234,9.026113249,37.79012114,NA,16.54982848,50.69278147,NA,NA,100.9403,0.897140026,31615.3,NA,NA,3.049521714,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4293,T5,South Asia (IDA & IBRD),2005,26.19558241,64.39221217,1.718026374,0.179768774,56.71625964,17.99504088,NA,NA,NA,NA,0.932401024,NA,NA,NA,NA,55.9676737,21.75470491,5.589397542,424.6045017,3.136436577,100.378256,16.93919011,64.04593451,7.718524242,NA,NA,NA,NA,NA,0.813256917,NA,2.555646457,60.28882486,64.78317085,60.64294052,NA,NA,NA,77.25032203,NA,5063,NA,NA,84.33091129,NA,4.608072929,318.3143753,NA,14.89702908,21.83171062,13.27747748,38.21884972,NA,18.77667525,49.67602478,NA,NA,102.6773376,0.911329985,36783.7,NA,NA,3.02898136,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4294,T5,South Asia (IDA & IBRD),2010,32.01129943,73.09390636,1.996899135,0.331279833,56.42597825,17.58254351,NA,NA,33.80519771,NA,1.201634628,NA,NA,NA,NA,57.83797858,27.33268136,5.130789896,515.1969743,2.745884201,122.0314345,17.334791,69.18918431,7.702666783,NA,NA,NA,NA,NA,NA,NA,7.219739697,56.77922707,66.84876853,66.01901,NA,NA,NA,62.03236479,NA,9258,NA,NA,89.16764514,NA,4.940036311,343.448913,NA,17.34732382,17.75312707,20.0519802,33.8291883,NA,18.17933246,41.5887595,NA,NA,106.0378,0.97082,70899.2,NA,NA,2.372471003,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4295,T5,South Asia (IDA & IBRD),2011,33.04336411,67.01539855,2.293503639,0.305376235,56.59095517,17.88207821,NA,NA,NA,NA,1.264961896,NA,NA,NA,NA,57.9942899,28.34256307,5.022320532,528.1098635,2.67477845,129.0139462,17.36332,69.31305408,5.137253341,NA,NA,NA,NA,NA,0.674261835,NA,9.410017029,56.04832086,67.25831784,66.51724,NA,NA,NA,59.18858692,NA,9172,NA,NA,90.56946604,NA,5.026256489,348.2149428,NA,17.88405352,17.74006561,20.34092219,32.78586477,NA,18.71975998,40.87481222,NA,NA,105.8593,0.98057,84346.8,NA,NA,2.456162623,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4296,T5,South Asia (IDA & IBRD),2012,34.22280697,77.16505301,1.779190748,0.264246727,56.60046982,17.38652131,NA,NA,NA,NA,1.356545123,NA,NA,NA,NA,62.30504585,30.17513514,4.966511177,544.7358568,2.611199461,131.8486548,17.39184904,70.22646035,5.501737281,NA,NA,NA,NA,NA,NA,NA,11.53112865,55.36562161,67.64633996,67.2685,NA,NA,NA,56.44007923,-7680665,9723,NA,NA,82.73166317,NA,5.109795885,352.8701581,NA,18.42368622,17.58737309,20.34092219,31.74859223,NA,17.19476415,40.4365187,NA,NA,106.9454,0.9843,92449.7,NA,NA,2.692084028,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4297,T5,South Asia (IDA & IBRD),2013,35.38174339,77.88218009,1.620952433,0.232725877,56.66564744,17.58131183,NA,NA,NA,NA,1.350087783,NA,NA,NA,NA,62.96133243,30.88616054,4.77786576,550.0360598,2.555691449,136.8644057,17.4203797,70.04817635,6.087311052,NA,NA,NA,NA,NA,NA,NA,13.76061886,55.46155378,68.00771902,68.01312,NA,NA,NA,53.74202825,NA,11229,NA,NA,84.690261,NA,5.196585984,357.4860157,NA,18.96225011,17.29017784,20.04170124,32.12142633,NA,18.87131211,40.17092625,NA,NA,107.3821,1.03301,100329.6,4.5,NA,2.962721737,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4298,T5,South Asia (IDA & IBRD),2001,21.94624328,54.96530608,1.089309501,0.273587449,56.93593058,21.76577314,NA,NA,NA,NA,0.845037242,NA,NA,NA,NA,58.95659712,20.83140311,6.331177741,393.5406872,3.432358593,92.76334271,16.6309245,61.80624073,4.328689659,NA,NA,NA,NA,NA,NA,NA,0.66454297,59.51639181,63.22899214,58.13003922,NA,NA,NA,90.44765242,NA,2616,NA,NA,NA,NA,4.341397534,296.8250125,NA,13.10837684,20.32564006,8.104324895,36.62159651,NA,15.24930095,52.99323072,NA,NA,90.57949829,0.815800011,NA,NA,NA,2.81140843,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4299,T5,South Asia (IDA & IBRD),2002,23.02349106,60.63176117,1.15136906,0.309509897,56.92000855,19.93629767,NA,NA,NA,NA,0.844154426,NA,NA,NA,NA,59.23801791,20.91957149,6.243436448,397.1019571,3.357392074,87.90215283,16.70649861,62.32808439,3.722870648,NA,NA,NA,NA,NA,0.67765124,NA,1.466644469,59.68542004,63.62377115,59.21207047,NA,NA,NA,87.02071353,-4485954,2914,NA,NA,NA,NA,4.41519477,302.2345437,NA,13.52500864,21.55716863,9.084903581,36.97292562,NA,14.54301991,51.94020309,NA,NA,92.22427368,0.833779991,NA,NA,NA,3.006931854,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4300,T5,South Asia (IDA & IBRD),2003,23.93439879,62.21332285,1.159687049,0.284970053,56.87412795,19.8775671,NA,NA,NA,NA,0.865043474,NA,NA,NA,NA,57.47725152,19.93024255,5.984904894,401.3137087,3.283697974,95.55266132,16.78207108,62.58626423,7.281822753,NA,NA,NA,NA,NA,0.867379033,NA,1.846656777,59.9063616,64.01139648,60.10100174,NA,NA,NA,83.70811793,NA,3635,NA,NA,NA,NA,4.484830465,307.6145909,NA,13.95911008,22.292358,9.179118457,37.37776843,NA,16.22762391,51.89044851,NA,NA,98.76009369,0.903199971,29243.2,NA,NA,3.126545166,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4301,T5,South Asia (IDA & IBRD),2017,NA,89.88648924,0.920474354,0.252993579,NA,16.08436007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.410617478,NA,NA,NA,6.935768193,NA,NA,NA,NA,NA,NA,NA,30.09918405,55.75182542,69.1713119,71.69524,NA,NA,NA,44.16270635,-6215366,15512,NA,NA,82.86952124,NA,5.689864659,375.7301755,NA,NA,15.34415714,19.408097,33.84666872,NA,NA,NA,NA,NA,110.2115,1.04586,NA,5.25,4.978722634,2.772760544,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4302,T5,South Asia (IDA & IBRD),2014,36.40995976,80.53841416,1.316644439,0.221819986,56.66397084,17.27265957,44.77869986,NA,NA,NA,1.456572745,NA,NA,NA,NA,65.13151648,32.69210782,4.750241608,574.3576178,2.508767314,140.3904181,17.44890875,71.52352351,6.992301928,NA,NA,NA,NA,NA,NA,NA,19.05930188,55.47460075,68.34020626,68.73481,NA,NA,NA,51.19154897,NA,12240,NA,NA,83.06717057,NA,5.292876544,362.0691791,NA,19.58067753,16.84330843,19.23107158,32.4945368,NA,17.6182362,38.99754223,NA,NA,105.9888,1.03264,112303.2,4.5,NA,2.800531643,13.61490314,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
4303,T5,South Asia (IDA & IBRD),2015,37.51184167,84.49283624,0.852531125,0.251295969,56.66674566,16.73653725,NA,NA,27.94491443,NA,NA,NA,NA,NA,NA,66.10117862,NA,4.555715038,NA,2.470078836,NA,17.47743564,NA,7.480020569,NA,NA,NA,NA,NA,NA,NA,16.22347302,55.57242121,68.64190068,69.65735,NA,NA,NA,48.73254772,NA,13059,NA,NA,82.72487678,NA,5.402304812,366.6328906,NA,20.12159162,16.21200392,19.31554553,32.90888201,NA,16.86779926,38.27538465,NA,NA,106.5051,1.03342,118526.9,4.5,NA,2.99206852,NA,NA,NA,TSA,Aggregates,,,,Aggregates,Aggregates
